player_id,total_wagered,betting_frequency,wins,losses,average_bet,win_rate,risk_profile
player1,78962,1,18,5,3410,0.21510119657885785,medium
player2,90305,2,13,8,2052,0.6608385246321652,high
player3,70336,36,19,9,4509,0.5202093160450075,low
player4,22815,16,7,8,648,0.31199074627427326,medium
player5,65345,2,4,5,2299,0.24535533001305976,medium
player6,36018,41,15,4,1983,0.39795964288074737,high
player7,1732,41,15,12,2082,0.5241444983376506,medium
player8,2777,22,14,13,3565,0.49368962882776735,low
player9,49517,25,9,7,3122,0.31249377697841374,low
player10,37471,8,5,1,1503,0.6556883575179289,medium
player11,29259,31,15,6,2568,0.23302902104547107,high
player12,95584,37,7,9,2534,0.20018742271083811,medium
player13,31850,14,4,0,1627,0.8955423724472681,high
player14,21374,43,2,18,2066,0.14572908526191364,medium
player15,67709,25,8,12,1276,0.8498680607529447,low
player16,52498,32,5,3,921,0.4457374444658284,low
player17,93253,1,9,8,3865,0.15371351200910532,medium
player18,13094,9,11,15,2333,0.9064129254962621,high
player19,10087,31,4,10,1683,0.3915822810360621,high
player20,81051,27,0,13,4321,0.3108377709363086,high
player21,97307,16,3,12,1349,0.4491510882047858,low
player22,68211,43,12,7,657,0.6959149184398996,high
player23,72011,37,15,13,300,0.37659324526424187,low
player24,76575,17,2,16,2239,0.514181196430807,high
player25,48057,41,12,12,3055,0.5453957464278633,high
player26,70733,16,12,13,1016,0.4327365812708853,medium
player27,37887,12,6,17,1227,0.5788208634218056,medium
player28,22220,7,5,18,861,0.6524556405752046,medium
player29,42444,34,6,8,3515,0.6455866998262543,high
player30,3826,47,13,10,4673,0.4496315216783957,high
player31,26526,28,16,6,3991,0.30312609310849203,low
player32,97628,5,7,17,3498,0.6895299910559083,high
player33,71236,36,19,8,4498,0.31906977752405996,low
player34,18739,27,15,12,3349,0.9475450821840347,medium
player35,10247,33,16,11,2761,0.01821318920250148,medium
player36,74071,17,0,2,3160,0.5223298589905985,medium
player37,30316,47,6,2,1741,0.007833679023634521,medium
player38,25911,6,2,15,1015,0.19075675722566576,medium
player39,72763,32,0,10,1118,0.4911884937197952,medium
player40,12452,36,5,11,417,0.8648667826570371,high
player41,41595,5,17,14,2684,0.507670746260535,low
player42,51004,47,7,4,1270,0.7100508346667228,low
player43,55319,11,9,2,3372,0.9369843102674065,high
player44,91311,41,18,14,2362,0.3016053467399017,high
player45,43549,42,15,14,2535,0.4550042250128581,low
player46,61466,17,7,3,2240,0.8374746548996651,medium
player47,13474,32,2,16,4745,0.3760377657525493,low
player48,26569,8,6,7,4544,0.512660687300547,low
player49,80056,47,12,12,3425,0.6313988606935014,low
player50,23071,33,17,5,3660,0.025445036378064834,high
player51,77235,36,15,18,2406,0.9976453921450666,high
player52,10949,22,3,11,2268,0.7836736294307731,high
player53,9455,11,16,13,179,0.05887879648546723,low
player54,84373,21,17,13,2812,0.8324180258932214,high
player55,20426,6,1,19,1599,0.9506531121674836,medium
player56,38135,4,0,0,3828,0.25635909773236865,high
player57,72819,30,16,6,2941,0.48735169383002597,high
player58,49411,39,5,11,4432,0.9905352509086658,low
player59,82012,6,4,10,3013,0.9920843556086845,high
player60,13191,48,9,15,2414,0.4356501192349226,high
player61,84258,19,8,5,3894,0.6337151767544309,low
player62,7974,15,12,8,2558,0.5877270941113205,low
player63,30426,19,17,4,606,0.3863945514275894,medium
player64,64273,5,2,6,2832,0.7555421327677936,high
player65,39909,26,14,3,3572,0.9420020396423423,high
player66,84397,23,16,9,622,0.8302602108172616,low
player67,91379,45,7,2,840,0.23888417743182355,medium
player68,22429,29,6,17,2569,0.7778861539590588,low
player69,32590,42,10,14,2062,0.025017484958431258,medium
player70,61928,36,17,15,2723,0.8702667467467297,low
player71,27593,14,3,9,2680,0.4362529121156258,high
player72,95193,4,13,2,4661,0.6734017513442312,medium
player73,23784,2,19,19,2979,0.969723840097207,low
player74,84278,34,11,17,3171,0.4444523565902464,medium
player75,10059,15,11,3,4175,0.20483209747473852,medium
player76,59451,45,2,13,3283,0.28882930912940774,medium
player77,69458,42,11,4,3629,0.8170968880026813,high
player78,55165,2,11,13,4676,0.500304833284601,low
player79,33606,17,13,4,4381,0.6203956225632901,medium
player80,79224,42,15,1,1718,0.20740704605140547,low
player81,94416,39,5,9,1951,0.8474410952416315,low
player82,67850,45,8,18,1749,0.6520210922322168,low
player83,13288,13,9,16,1564,0.8964267043529638,low
player84,22551,20,14,3,4570,0.3143754435485723,medium
player85,92027,27,19,6,3457,0.404057882095628,medium
player86,68316,5,5,6,2001,0.7002667477167094,medium
player87,22662,20,17,3,1220,0.3338679086306823,high
player88,76790,20,1,15,1764,0.6252810799523663,low
player89,20176,33,14,19,151,0.015141423108365748,high
player90,93647,14,16,4,2892,0.8753596437979348,low
player91,38208,39,13,5,4684,0.2143064191148657,low
player92,82977,14,10,18,4959,0.5412421412091487,medium
player93,63420,43,4,10,3623,0.14988402114381638,high
player94,13827,4,13,7,3098,0.7446970592010512,high
player95,78826,9,15,11,2558,0.07990744645961345,high
player96,39587,12,7,1,710,0.8165264250735643,medium
player97,22686,34,9,9,4042,0.7519168544173295,low
player98,48245,37,18,5,855,0.9045478091193089,high
player99,26581,28,18,1,3226,0.38025547482696453,low
player100,15120,39,9,13,254,0.8268190802934043,low
player101,82744,44,5,4,3341,0.4229583311816003,medium
player102,84093,33,11,19,525,0.03967862713814396,low
player103,45812,27,6,6,1635,0.26695686315154576,low
player104,43743,43,13,12,448,0.9591045943717733,high
player105,27448,12,15,8,1656,0.48868227307499534,high
player106,36145,38,7,10,1504,0.7334038145013095,low
player107,93214,9,12,9,2839,0.8202784007122621,medium
player108,64817,44,11,8,2586,0.5882941244476559,low
player109,51906,42,0,16,594,0.7363883322143682,low
player110,31963,42,17,1,4123,0.8000740880243016,low
player111,99473,8,15,16,4532,0.9893524899719505,high
player112,53139,45,1,9,1089,0.3035513798673095,high
player113,87859,46,5,18,743,0.6215925917464239,medium
player114,1017,47,18,12,4226,0.25326834839633006,medium
player115,3958,46,8,13,3279,0.5162947368488383,high
player116,75781,19,9,13,618,0.6889909485969327,medium
player117,27312,34,19,5,2461,0.006637947159140123,high
player118,90868,33,16,13,799,0.2368470688358586,medium
player119,51427,20,14,8,1857,0.8332140983678182,high
player120,70171,31,2,19,3329,0.30304620995162956,medium
player121,48262,9,11,1,3388,0.6781016861145492,medium
player122,40826,15,4,1,2703,0.6307903769410814,low
player123,80927,22,18,6,3096,0.351328679549635,low
player124,68574,42,13,0,3528,0.7326079351410761,low
player125,9497,4,11,7,803,0.6594004774501093,low
player126,31098,42,13,8,3764,0.7892934789677551,high
player127,67076,33,3,10,3362,0.2926439000552419,medium
player128,62558,42,14,4,423,0.07775840494757602,high
player129,21739,40,10,14,523,0.26013923395758887,medium
player130,69887,27,2,19,3383,0.17163266182697767,high
player131,40819,43,19,10,1836,0.6715921935971346,medium
player132,3838,32,16,13,2822,0.9519006460322419,low
player133,97744,30,15,11,2174,0.19401536936655428,high
player134,95787,42,7,13,1585,0.9199827930393928,low
player135,77902,30,16,8,4611,0.2926627772689546,high
player136,1832,32,5,10,938,0.7848888857472462,high
player137,53675,3,0,3,4238,0.2366221583711582,high
player138,89419,19,4,9,4668,0.7926799495594038,medium
player139,79232,15,13,4,4706,0.1523491887147257,low
player140,27252,23,16,1,3832,0.9516519679880117,low
player141,73216,20,5,14,503,0.3690252353567177,low
player142,50369,38,7,13,243,0.3571781888201656,medium
player143,85113,39,7,6,2977,0.593977126124913,high
player144,58052,18,7,12,3960,0.02075053434634122,medium
player145,12764,19,4,3,586,0.9127193867950665,medium
player146,43261,29,17,3,3492,0.9641246086847565,high
player147,47857,10,13,17,2142,0.5982005552396459,high
player148,67855,1,4,6,714,0.6613382843552695,medium
player149,30400,20,2,14,2348,0.22566295678817794,medium
player150,40388,28,1,11,2223,0.36299188987890973,medium
player151,15954,33,0,11,1030,0.7836127624464493,high
player152,81220,9,0,18,3938,0.1395585872737627,low
player153,42853,19,12,11,1007,0.6413782953321543,low
player154,94496,20,19,16,426,0.09831030663972007,high
player155,97079,16,14,10,3096,0.38354827377561407,medium
player156,80978,17,8,0,2029,0.66910741943612,high
player157,84396,2,7,19,2001,0.9985760719870859,low
player158,30757,13,11,1,4832,0.9633395846356048,medium
player159,70963,16,2,5,3985,0.6323378142871167,high
player160,30406,35,12,3,254,0.4377910638905065,high
player161,42678,6,5,0,263,0.5462167531821681,high
player162,82252,2,9,0,840,0.5641771410987103,high
player163,92890,38,19,11,2250,0.24588669945441743,low
player164,47268,12,0,17,2546,0.0494227131131636,medium
player165,49923,37,16,2,2223,0.3200853718410208,high
player166,45630,9,0,2,3440,0.5116791719066462,medium
player167,36791,32,2,15,566,0.12280981169715888,medium
player168,98446,24,18,15,2900,0.40007709173655936,high
player169,53152,44,9,6,2998,0.8905501223128174,low
player170,86831,12,15,1,734,0.8028860784555522,high
player171,17049,49,14,19,4211,0.6398308743326228,high
player172,1254,47,13,6,2351,0.5906118750872807,low
player173,63785,36,5,0,3481,0.40837772728203936,high
player174,82117,9,7,1,3399,0.9005851745392347,low
player175,90293,31,17,4,1010,0.6924675276360228,low
player176,19248,11,0,6,3552,0.019762070286722944,medium
player177,11239,2,17,15,4832,0.7302322168497012,high
player178,70966,37,2,2,3761,0.9687695641274241,low
player179,57261,39,3,12,1314,0.626911255132521,low
player180,87784,16,11,10,3235,0.14073700051988258,low
player181,22366,7,13,5,4660,0.4289123215827024,high
player182,37057,23,10,13,2525,0.684550262954562,low
player183,81954,42,16,6,4824,0.27029249984066017,high
player184,73055,9,6,5,1406,0.04340552361766359,low
player185,85497,43,16,1,4087,0.10961485290604578,high
player186,49607,15,13,7,2960,0.1243996740424883,medium
player187,58086,36,10,6,4507,0.24501444919386506,high
player188,85091,45,19,17,2369,0.3180154732584095,low
player189,36554,14,11,1,4236,0.9315704125295929,medium
player190,25082,27,0,6,3244,0.3873469194433722,high
player191,91110,42,8,5,1222,0.9296409017252945,high
player192,70523,18,7,15,887,0.3349664624643198,high
player193,85749,23,14,19,1032,0.12032763745835151,high
player194,85071,2,16,7,3760,0.2405113843276937,low
player195,79931,45,17,18,356,0.014208752222774068,low
player196,24579,17,8,9,4576,0.7299196270927121,low
player197,41782,25,3,1,4476,0.9818330878234537,high
player198,7380,11,12,4,955,0.93489153108499,medium
player199,55012,39,2,2,4677,0.01988870771379936,medium
player200,96778,7,10,16,3540,0.10047054631079788,high
player201,61271,24,16,18,4113,0.6997829231953875,high
player202,11746,9,17,12,2364,0.8806723496755119,medium
player203,69975,20,5,10,2500,0.0771816336867287,medium
player204,22475,9,3,0,642,0.6403908822628467,high
player205,43337,41,15,19,2843,0.5703819758128691,high
player206,8179,42,11,10,941,0.9162589143361553,medium
player207,70267,21,11,7,3884,0.39740570801178055,high
player208,10879,31,13,16,2769,0.3186740254118461,medium
player209,35043,27,6,7,2644,0.9216293838330093,medium
player210,59668,44,2,6,4340,0.17359405132506867,medium
player211,17028,47,7,18,832,0.5469172696702264,high
player212,36020,12,1,19,2944,0.5499037512910934,high
player213,59455,12,17,16,1809,0.7034308673291343,high
player214,75783,42,14,13,3114,0.5317100608522735,low
player215,14515,46,16,3,589,0.08523653037595058,high
player216,70357,34,16,16,3229,0.17499670811328671,medium
player217,73601,24,18,13,3456,0.5904529116089889,medium
player218,82304,7,9,0,3912,0.33004819443364986,high
player219,75967,20,3,10,2031,0.5490753803949864,medium
player220,77455,42,13,9,3101,0.7720659327280738,medium
player221,35756,30,5,10,2648,0.8351759792217575,high
player222,21453,40,6,15,1784,0.4518864133756182,medium
player223,48687,18,19,3,2040,0.7374335972136585,medium
player224,33966,35,0,16,4888,0.5749249052498898,high
player225,89766,35,16,4,2149,0.6159606913397109,medium
player226,78320,16,3,12,202,0.21895669535104678,low
player227,66382,42,12,5,2295,0.26162223188551237,medium
player228,74177,16,3,18,3169,0.46026122890137666,high
player229,82481,23,13,9,4524,0.49206727333915856,low
player230,15757,13,18,14,4468,0.9543977392739886,high
player231,17899,3,19,11,1830,0.5871989595930304,medium
player232,80554,28,7,3,4194,0.13866418159027072,low
player233,38959,28,16,19,616,0.03274655522934433,medium
player234,52712,48,6,9,2749,0.011438563837983917,medium
player235,90437,13,6,14,3798,0.05325519679807422,high
player236,63984,5,12,8,3066,0.036834047822561944,low
player237,87606,40,11,1,1665,0.9457034173866972,high
player238,82292,4,3,6,575,0.13454304056585764,medium
player239,37326,19,8,17,3605,0.49030267114119863,medium
player240,50673,17,14,19,4422,0.07119570568685207,low
player241,35753,34,15,10,224,0.9662165091341578,low
player242,33796,2,15,15,3042,0.5571544902601843,medium
player243,85970,11,10,1,1985,0.9863527219441456,low
player244,48021,40,3,1,1345,0.21308765204240931,high
player245,22400,20,3,18,134,0.6105074928681599,medium
player246,71859,49,7,1,385,0.38143163903033805,high
player247,79572,19,9,6,647,0.056813101766940766,low
player248,96942,3,5,8,2087,0.06355954525627239,medium
player249,6577,22,14,4,867,0.04294612384019403,medium
player250,15230,6,5,6,3130,0.47961968142053124,high
player251,91860,2,9,10,1011,0.45848627825455834,high
player252,23411,38,13,7,2401,0.43056154245306577,high
player253,72522,26,12,3,3476,0.6700078911147804,low
player254,45732,41,5,14,4389,0.6714228432882325,high
player255,31029,28,9,19,3410,0.7454889020432574,high
player256,44202,13,13,12,965,0.6807672129636184,low
player257,9059,26,13,10,213,0.7801556622568179,high
player258,60024,47,10,18,3572,0.4083205554914019,high
player259,52182,27,2,6,2692,0.09323295732371228,low
player260,94522,7,2,15,1870,0.7576251920726838,medium
player261,44441,35,5,5,4734,0.30701125552948705,high
player262,99448,9,5,14,2902,0.1775578291089508,medium
player263,63703,25,0,19,2968,0.436652759637565,low
player264,33643,1,10,3,184,0.3572651197208595,medium
player265,17647,19,19,15,4507,0.7932357513899647,low
player266,41182,5,13,9,1486,0.8029572372734489,low
player267,80006,16,12,18,3382,0.31717476881346296,low
player268,64457,35,11,3,3436,0.04294671086931279,low
player269,34509,7,16,4,2959,0.2596471744809318,low
player270,24824,32,10,10,644,0.7976787435658101,low
player271,53659,10,3,5,461,0.5351935482577318,low
player272,14559,48,11,0,888,0.5530504649042738,high
player273,46927,42,12,7,3682,0.014391151082050357,medium
player274,30345,7,6,15,585,0.8777566986559758,high
player275,47731,22,11,15,3337,0.33557239114674153,high
player276,45054,16,0,6,921,0.4591662441069535,low
player277,96877,4,1,1,986,0.7664487123558311,medium
player278,32665,31,4,13,3674,0.38115023151452254,medium
player279,66423,20,17,13,4961,0.8184047747935908,high
player280,10134,37,9,10,1519,0.3420919717872922,low
player281,47652,40,0,7,1770,0.8150422686669458,low
player282,11049,2,10,11,957,0.42782051102360563,low
player283,16367,5,0,10,2849,0.3403537236596442,low
player284,16194,8,15,5,3942,0.054353226833591894,low
player285,50060,35,12,12,1644,0.741433468375788,low
player286,31463,6,18,1,1594,0.403447936927421,high
player287,44151,12,14,8,4375,0.7508676797170525,high
player288,16066,29,16,14,4495,0.3137817337707348,medium
player289,25908,3,8,2,3279,0.6243550357820548,medium
player290,35307,38,0,3,1526,0.2633913059997005,low
player291,36302,21,5,7,2245,0.619247085204351,low
player292,47891,17,9,0,3735,0.6858099999538101,high
player293,47517,45,6,7,3587,0.9582762070800895,high
player294,9150,29,13,17,1753,0.4199437511730775,high
player295,54816,16,15,11,2603,0.5670968425535478,high
player296,13156,21,5,8,1302,0.6152030745247435,high
player297,86560,38,10,15,4731,0.6198210014793276,low
player298,38077,2,16,15,252,0.040973085534340536,low
player299,35477,21,11,10,422,0.04793623741683706,low
player300,71595,8,6,11,4950,0.6111028553098586,medium
player301,37779,43,5,6,447,0.8633608496194017,high
player302,91325,33,13,4,2048,0.03890103071747786,low
player303,78386,41,17,3,3323,0.7129597447272717,medium
player304,24164,48,12,2,2665,0.3233140282185041,medium
player305,1308,22,7,18,1605,0.3855485700549153,medium
player306,87723,18,16,18,891,0.45889591951897835,low
player307,34654,35,9,3,555,0.7435330786764248,high
player308,16180,4,12,2,2386,0.3249842541002482,low
player309,21329,38,6,5,1813,0.25662138364571807,low
player310,95169,8,13,14,1711,0.09499636419128998,high
player311,48634,1,18,8,515,0.5147458018821639,medium
player312,74291,2,14,6,1724,0.4945583485534627,high
player313,67471,34,2,19,260,0.14804902995091607,low
player314,83381,23,2,9,2276,0.691163814158995,medium
player315,29450,33,13,13,3085,0.46580248970831517,low
player316,67062,45,15,14,685,0.6709072536101293,medium
player317,12897,7,13,16,834,0.7391197271889987,high
player318,83385,9,7,15,4346,0.3753822880588281,high
player319,45705,6,1,13,4493,0.24022961698597822,high
player320,59433,1,5,9,2522,0.5177259344051631,medium
player321,28253,24,14,13,1001,0.4713585094825611,low
player322,35953,6,0,6,207,0.7124721595155272,medium
player323,47036,47,19,3,1097,0.8718865457250022,low
player324,88437,40,5,16,2501,0.20152423252340523,medium
player325,27291,47,13,1,382,0.2625857000532138,low
player326,69428,15,6,2,912,0.026264142169078464,low
player327,26690,49,11,9,3006,0.19396787775787672,low
player328,64125,27,7,16,4279,0.576112211769285,low
player329,92801,44,0,0,2145,0.2387527485381684,medium
player330,91298,44,14,5,4661,0.45196175125593263,low
player331,62911,33,13,6,1634,0.3569015318598787,low
player332,2089,34,8,4,3359,0.7682681331877089,high
player333,36483,19,3,7,1084,0.008621279365880752,low
player334,44352,33,19,10,2305,0.17182608744016736,low
player335,64095,33,13,14,4243,0.732382289233822,high
player336,83393,11,12,11,2734,0.40331658667682535,low
player337,38557,26,14,10,4993,0.857778048531291,medium
player338,22393,31,8,8,2222,0.03360982475464047,medium
player339,92798,38,12,19,235,0.3478462372559279,low
player340,47085,41,1,18,3171,0.9638048532257032,low
player341,8317,5,11,5,2253,0.27732961290822766,high
player342,91893,43,19,13,1673,0.8256960994008383,medium
player343,38561,3,18,10,1765,0.013721880785660612,low
player344,12729,5,16,11,3349,0.8191762205419723,low
player345,14006,14,2,3,180,0.9012977109506921,low
player346,67130,40,1,11,3014,0.664100216932108,medium
player347,90766,45,16,18,4425,0.46926564799919035,medium
player348,72528,41,18,10,4613,0.5436105267172056,high
player349,88306,3,16,9,3650,0.2614431644770896,medium
player350,68473,3,16,4,3238,0.2838017749879934,medium
player351,54883,30,14,2,3783,0.17936569805497482,medium
player352,73778,24,7,19,3363,0.9075618598993137,medium
player353,96806,19,16,8,1154,0.5989996931066807,medium
player354,38427,34,5,7,2874,0.3544981559860403,medium
player355,4606,23,14,16,3173,0.20422109205504846,medium
player356,87405,4,14,10,533,0.1328551081144933,medium
player357,86952,46,10,12,855,0.40748791288167685,medium
player358,63551,1,9,3,1640,0.2969965757881914,high
player359,71988,22,7,16,145,0.8311645731570284,medium
player360,94761,35,4,9,350,0.4523971160321446,low
player361,29455,38,8,6,4534,0.6953468118192635,low
player362,21830,26,0,0,1172,0.7920515060262947,low
player363,5810,4,12,11,1121,0.6501218078586053,low
player364,86719,24,2,18,1491,0.7629191518585154,low
player365,6435,39,0,8,406,0.08500919064501955,low
player366,82060,12,19,2,2328,0.1884429250099603,low
player367,31588,5,0,5,3062,0.13804830564702986,high
player368,39546,44,14,2,3237,0.7284134133974117,medium
player369,1933,1,10,13,3452,0.8827728667556732,high
player370,84466,33,0,7,529,0.9965528656668818,medium
player371,59034,44,8,10,4171,0.6519218946346422,medium
player372,36329,23,11,2,4427,0.430593720416107,medium
player373,23628,40,14,5,3931,0.04455227784520721,high
player374,43536,15,6,7,4454,0.47956043829108286,low
player375,67404,23,2,0,1832,0.6459952566497956,low
player376,51370,15,14,1,2889,0.7883960352178806,high
player377,48429,1,13,2,4293,0.8134644821682371,low
player378,30236,32,7,11,929,0.43788454935494403,high
player379,16862,49,4,15,4515,0.2993510916726243,medium
player380,36398,44,17,10,1088,0.9040530586688221,low
player381,70569,41,7,15,2717,0.5444377028041623,low
player382,60662,40,8,4,2362,0.11404218294876634,high
player383,44546,33,1,14,3218,0.7667848519404039,low
player384,45190,7,3,19,2226,0.6845051225741878,low
player385,4146,44,10,10,1172,0.01486860037643567,high
player386,77769,31,17,7,4214,0.8400708639864752,high
player387,28069,9,3,19,3090,0.7015663396542487,high
player388,68477,46,9,13,2474,0.5241429044554533,low
player389,79845,16,4,17,210,0.9458358990129008,low
player390,30568,24,11,17,674,0.5654192345391342,medium
player391,11734,9,19,11,3808,0.06379895638564603,low
player392,89382,46,13,9,1412,0.7386251467125852,low
player393,97652,31,17,0,3879,0.025667199378669014,high
player394,40848,21,14,16,880,0.32713162658980344,medium
player395,88109,11,6,18,2531,0.7767469389559826,medium
player396,42483,4,4,5,1779,0.2730733727049436,high
player397,32550,34,14,19,1219,0.2238162825772987,medium
player398,75631,11,18,14,578,0.2415372617727054,low
player399,64545,13,7,16,4660,0.0373906058519905,high
player400,40040,46,11,16,1736,0.9368610231931623,high
player401,36120,24,6,17,1239,0.5831781397069451,high
player402,86571,46,10,0,3443,0.8748091018336278,high
player403,13299,41,0,3,3053,0.17704669595478428,low
player404,12269,30,15,4,3576,0.2911294730454017,low
player405,23718,9,7,6,3412,0.26689484513555595,medium
player406,70134,10,19,0,1200,0.42987906870990267,high
player407,3370,15,0,4,1936,0.030239005790619222,low
player408,84644,42,15,0,3080,0.45286346990882576,high
player409,22412,11,10,12,4029,0.8239728322587109,high
player410,23811,9,7,1,3751,0.9681562732091971,high
player411,7896,28,14,10,4632,0.8305809804225839,high
player412,79479,35,6,9,1477,0.7162325417387868,medium
player413,31465,10,4,0,2245,0.23894334809269024,high
player414,88577,5,8,14,2596,0.5500490387367882,high
player415,77665,33,16,15,1281,0.9953326352550879,low
player416,59266,22,4,17,484,0.250578089133238,low
player417,38237,22,1,17,108,0.2560781844150213,low
player418,56120,45,13,3,2851,0.8448317698496215,low
player419,4012,6,12,4,4259,0.9045692893384724,high
player420,42979,11,3,8,2080,0.4115863696929877,low
player421,56390,18,11,5,3081,0.07085257015602886,low
player422,24706,32,6,12,3672,0.032560265028747204,low
player423,31956,41,4,2,4396,0.12074501038164165,high
player424,50787,7,17,13,4679,0.6633855780550078,high
player425,56211,26,17,11,2682,0.23533472062385674,medium
player426,27670,23,18,8,4020,0.9243888158394983,low
player427,49606,45,13,18,4582,0.09898107881764429,high
player428,76251,37,15,1,553,0.8083629810255861,high
player429,29922,31,3,13,3069,0.8198387910674649,medium
player430,13727,45,13,8,513,0.43408248957834317,medium
player431,6516,26,12,4,2834,0.7085455676051474,low
player432,51016,1,4,1,1003,0.834609802678094,high
player433,86604,31,12,13,2883,0.5129573761584161,medium
player434,10087,7,0,17,3207,0.34290693992772825,medium
player435,75233,18,2,3,2877,0.38278698551504386,high
player436,57254,9,17,0,1469,0.1215683969368001,medium
player437,60191,14,2,19,4377,0.9591171210548848,high
player438,55626,29,9,0,312,0.2650711363598064,medium
player439,2796,45,9,5,915,0.2697849268652859,medium
player440,53441,3,6,5,3095,0.021174189759468276,medium
player441,28239,12,19,5,3758,0.6462168727448323,high
player442,55103,40,14,14,4588,0.19612577457510716,low
player443,54670,13,15,8,1766,0.7712791777458808,medium
player444,39195,33,8,15,578,0.9829479039869821,medium
player445,74700,44,8,6,2017,0.18630397112995578,high
player446,46803,9,11,6,2953,0.20590358730009728,medium
player447,62982,46,17,19,3842,0.2576683069600163,high
player448,77571,49,16,7,771,0.44397972563276666,low
player449,88395,31,16,17,3461,0.8085680296168626,medium
player450,87624,3,6,4,371,0.8864427730567644,high
player451,32192,47,15,16,1340,0.8920751835423572,high
player452,78558,30,17,11,2020,0.9852399214970565,medium
player453,85687,48,13,15,2799,0.23438127990316682,medium
player454,31459,1,14,8,886,0.06996369320810025,high
player455,73605,35,14,9,4459,0.755600788076632,low
player456,44423,15,2,10,1248,0.9289138365102789,low
player457,96811,6,11,4,3006,0.35264269847499763,low
player458,51972,18,6,1,4026,0.4257912366077844,high
player459,36292,1,19,4,1226,0.1886960292975679,medium
player460,13981,39,9,7,2758,0.6542586032393861,medium
player461,93488,49,7,0,409,0.12951065805422768,high
player462,4643,38,2,1,1010,0.23935098063935678,high
player463,82570,18,1,3,2998,0.7070391518561913,high
player464,68274,41,17,14,3950,0.4924383945301539,high
player465,63743,37,1,0,4907,0.7696760269442445,low
player466,84987,41,6,14,1776,0.6696047731351017,high
player467,39165,10,12,12,712,0.1798137983960595,high
player468,11621,29,13,4,1920,0.9429590439634458,low
player469,83526,2,5,18,703,0.3056168168258112,medium
player470,99188,38,3,16,3094,0.9107563423482021,high
player471,26933,9,2,3,1788,0.31562648833129936,high
player472,67764,20,13,2,1769,0.08854944477825655,low
player473,30606,7,13,3,4355,0.23124829702941097,low
player474,88714,9,1,9,1051,0.7573868845305953,medium
player475,2052,43,5,18,2125,0.9854389430549463,low
player476,6786,6,2,5,1000,0.8789933231408099,high
player477,95104,15,2,13,505,0.03569164941924541,high
player478,15649,13,12,8,571,0.11868443695794317,low
player479,47719,47,1,16,2049,0.5853212195307393,medium
player480,24492,36,14,10,4771,0.38503400663854903,medium
player481,5858,38,16,1,4421,0.41650883872495914,high
player482,33491,8,11,6,4771,0.1969389260896951,medium
player483,63175,35,12,5,4937,0.9683181733191796,medium
player484,66819,49,6,18,2708,0.6047775082671798,low
player485,92994,3,3,2,2156,0.729162077168126,medium
player486,68127,36,16,15,3387,0.41647230769652765,low
player487,66581,19,15,11,3892,0.9035862874847587,medium
player488,1204,41,15,11,3117,0.40714297700873325,medium
player489,85925,29,11,12,727,0.0693733512033563,low
player490,29257,32,1,18,4639,0.6121635621019473,low
player491,69829,44,16,16,2602,0.372027696796597,low
player492,22224,18,15,0,1173,0.6420993592160379,low
player493,80598,34,1,11,4209,0.4839992953871707,medium
player494,99305,36,11,6,3098,0.9627939394903781,high
player495,11696,19,12,8,4619,0.9293610602916293,low
player496,38885,35,10,12,3908,0.7077511425666706,high
player497,61874,33,7,16,1596,0.5933251904448966,low
player498,95988,20,17,5,371,0.31553392154356463,medium
player499,16655,49,13,18,2168,0.5467184859796466,medium
player500,97838,30,7,3,1490,0.7732034069078745,medium
